"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"BRK1",2.62017211883597e-251,0.265944029613204,0.766,0.597,5.43135478513508e-247,"Mono","BRK1"
"MT-ATP8",6.78702185681803e-251,0.325214522956612,0.55,0.362,1.40688176069981e-246,"Mono","MT-ATP8"
"EIF1B",8.41285704257817e-245,0.365899987614857,0.578,0.395,1.74390113635603e-240,"Mono","EIF1B"
"RCSD1",1.85037408089017e-244,0.277178974838542,0.654,0.463,3.83564043227723e-240,"Mono","RCSD1"
"ARHGAP4",1.60581737748988e-243,0.267310693245996,0.52,0.325,3.32869884179877e-239,"Mono","ARHGAP4"
"ZNF207",2.76228311820495e-243,0.284409913807588,0.728,0.562,5.72593667572704e-239,"Mono","ZNF207"
"RBX1",4.74960049607527e-242,0.274384682863702,0.719,0.543,9.84544686831443e-238,"Mono","RBX1"
"TMPO",1.63609696227279e-241,0.390643792826495,0.641,0.482,3.39146539309527e-237,"Mono","TMPO"
"SUMO3",5.9831972995257e-241,0.253018512871309,0.504,0.307,1.24025696821868e-236,"Mono","SUMO3"
"JUN",5.1901018600842e-239,0.622347043483966,0.571,0.416,1.07585621457685e-234,"Mono","JUN"
"ARID1A",6.06127395955666e-235,0.275535989524969,0.543,0.352,1.2564414790765e-230,"Mono","ARID1A"
"SHOC2",3.60820921421016e-234,0.255455306334572,0.53,0.335,7.47945688013624e-230,"Mono","SHOC2"
"PRDX5",7.50287705627159e-234,0.236052690758126,0.652,0.468,1.55527138499454e-229,"Mono","PRDX5"
"VPS13C",3.70488573064528e-232,0.292480018028253,0.758,0.589,7.67985763105461e-228,"Mono","VPS13C"
"NDUFA2",1.30774661384472e-231,0.266905744264311,0.659,0.48,2.71082795583873e-227,"Mono","NDUFA2"
"ACTN4",8.46936948574481e-230,0.214975092013864,0.573,0.351,1.75561560070004e-225,"Mono","ACTN4"
"SEC31A",5.30283278057728e-229,0.248678140377261,0.507,0.317,1.09922420708586e-224,"Mono","SEC31A"
"NUFIP2",7.81793329262854e-228,0.26492602733301,0.538,0.357,1.62057939222897e-223,"Mono","NUFIP2"
"USP8",3.17741299841124e-227,0.241386241981496,0.528,0.344,6.58645940440666e-223,"Mono","USP8"
"AP2M1",1.07169893858974e-225,0.252091832523453,0.623,0.43,2.22152472980268e-221,"Mono","AP2M1"
"C6orf62",3.42240477457935e-225,0.254383376535906,0.576,0.389,7.09430285722554e-221,"Mono","C6orf62"
"PSMA7",4.08601810849878e-225,0.258573555362515,0.874,0.741,8.46990693710713e-221,"Mono","PSMA7"
"TRIM44",1.40806237553295e-224,0.247574870478633,0.549,0.372,2.91877249824225e-220,"Mono","TRIM44"
"ROCK1",2.16971421294057e-219,0.280187014111535,0.754,0.586,4.49760059200451e-215,"Mono","ROCK1"
"BAX",7.09943706492517e-219,0.237851486715105,0.612,0.429,1.47164230918834e-214,"Mono","BAX"
"YBX1",5.0220444830166e-218,0.293139708283094,0.983,0.963,1.04101960088451e-213,"Mono","YBX1"
"NORAD",1.14410796174751e-217,0.21464411352292,0.549,0.364,2.37162139390642e-213,"Mono","NORAD"
"GTF2I",4.58604649354917e-216,0.279278521750902,0.63,0.459,9.50641577647807e-212,"Mono","GTF2I"
"PCBP2",4.4511905683778e-215,0.272874754395262,0.876,0.774,9.22687292919035e-211,"Mono","PCBP2"
"RAB2A",1.99318408798178e-214,0.248805885650965,0.62,0.439,4.13167129597743e-210,"Mono","RAB2A"
"ZNHIT1",1.72899379138716e-213,0.247397961867063,0.581,0.388,3.58403123016645e-209,"Mono","ZNHIT1"
"UQCRQ",5.27678191381339e-213,0.254087736767201,0.678,0.503,1.09382412291438e-208,"Mono","UQCRQ"
"SPEN",4.00110121295478e-212,0.247033542924993,0.51,0.323,8.29388270433396e-208,"Mono","SPEN"
"PTPN2",5.74731909384071e-212,0.246168069366879,0.57,0.379,1.19136177496224e-207,"Mono","PTPN2"
"SEM1",1.0274091694965e-211,0.240166631468481,0.631,0.453,2.1297164674493e-207,"Mono","SEM1"
"YPEL5",1.07942195848963e-211,0.228591094849039,0.532,0.35,2.23753377775314e-207,"Mono","YPEL5"
"MTDH",8.03334830531609e-210,0.247813201806119,0.82,0.683,1.66523277020897e-205,"Mono","MTDH"
"CCT5",1.66218956589104e-209,0.241440903299675,0.534,0.36,3.44555275113554e-205,"Mono","CCT5"
"CSNK2B",1.26463438783217e-204,0.233928103708519,0.564,0.39,2.62146062253731e-200,"Mono","CSNK2B"
"SPCS3",8.87337722823204e-204,0.205264826260922,0.626,0.452,1.83936236564022e-199,"Mono","SPCS3"
"EWSR1",9.74796090260178e-204,0.219185241691734,0.5,0.328,2.02065481550032e-199,"Mono","EWSR1"
"TUBB",1.05701442785412e-202,0.204960788011423,0.512,0.333,2.19108520749881e-198,"Mono","TUBB"
"CD164",3.3928918945191e-202,0.23101990392317,0.671,0.49,7.03312560814863e-198,"Mono","CD164"
"CSDE1",1.02289390147058e-201,0.253860962867289,0.816,0.687,2.12035676835836e-197,"Mono","CSDE1"
"TOP1",2.23112260854007e-198,0.252187763845399,0.593,0.412,4.62489405524271e-194,"Mono","TOP1"
"WASF2",7.67107963018448e-197,0.262701431914858,0.753,0.623,1.59013809654094e-192,"Mono","WASF2"
"TM9SF3",1.22371035868873e-196,0.213983337123513,0.512,0.345,2.53662920252588e-192,"Mono","TM9SF3"
"SETX",2.38634672542841e-195,0.248186988857909,0.621,0.447,4.94665812714054e-191,"Mono","SETX"
"HELZ",7.5438566802925e-191,0.219335137257335,0.507,0.334,1.56376605125783e-186,"Mono","HELZ"
"PHIP",9.6438536958214e-191,0.240533131676422,0.595,0.433,1.99907443260682e-186,"Mono","PHIP"
"UQCR11",1.12152185350839e-190,0.209766565705064,0.911,0.813,2.32480265013754e-186,"Mono","UQCR11"
"MAP4K4",4.17858273925524e-190,0.26975511423092,0.538,0.366,8.66178416020219e-186,"Mono","MAP4K4"
"NDUFS6",9.29586807925583e-189,0.229393785304495,0.64,0.472,1.92694049414894e-184,"Mono","NDUFS6"
"ATP5PD",3.09873072181873e-187,0.232982260814211,0.723,0.569,6.42335891325805e-183,"Mono","ATP5PD"
"SH3KBP1",9.79217745872212e-187,0.240227418169331,0.703,0.537,2.02982046541851e-182,"Mono","SH3KBP1"
"PSMB6",5.25839557513894e-184,0.203662499198084,0.551,0.386,1.09001281877055e-179,"Mono","PSMB6"
"AKAP13",3.41073933240572e-182,0.241403315230141,0.848,0.706,7.07012156214381e-178,"Mono","AKAP13"
"PJA2",3.50227556243362e-182,0.233099452187582,0.619,0.445,7.25986701336865e-178,"Mono","PJA2"
"WNK1",7.72580158558542e-182,0.222012756475745,0.613,0.452,1.601481410676e-177,"Mono","WNK1"
"PRPF40A",1.25291827020349e-177,0.233902551491494,0.658,0.493,2.59717428230481e-173,"Mono","PRPF40A"
"EIF3M",1.42208409122904e-177,0.224684087467047,0.709,0.564,2.94783811270867e-173,"Mono","EIF3M"
"POLR2L",8.00029701146769e-177,0.235180673259891,0.73,0.583,1.65838156750714e-172,"Mono","POLR2L"
"H3F3B",9.40482642296534e-177,0.324391754746059,0.999,0.993,1.94952646921648e-172,"Mono","H3F3B"
"WAC",3.36464256176524e-174,0.228329600187469,0.626,0.467,6.97456756628316e-170,"Mono","WAC"
"PNRC1",1.18339005917287e-171,0.457817740385397,0.959,0.933,2.45304925365944e-167,"Mono","PNRC1"
"RB1CC1",6.88501326764391e-171,0.216252047346635,0.535,0.371,1.42719440024991e-166,"Mono","RB1CC1"
"AURKAIP1",3.3148946265241e-170,0.218717770938663,0.618,0.444,6.87144507132181e-166,"Mono","AURKAIP1"
"ERBIN",5.76429935254081e-167,0.215888465756,0.582,0.422,1.19488161278818e-162,"Mono","ERBIN"
"CORO1A",7.70696652410314e-165,0.205740782741367,0.966,0.897,1.59757709078134e-160,"Mono","CORO1A"
"HMGB2",2.03673764568684e-163,0.272064778242126,0.659,0.537,4.22195346574426e-159,"Mono","HMGB2"
"EIF4H",4.953042373821e-159,0.215642712015284,0.516,0.349,1.02671615366936e-154,"Mono","EIF4H"
"CSNK1A1",6.83222152023246e-155,0.21060949387394,0.681,0.539,1.41625119892899e-150,"Mono","CSNK1A1"
"PSME2",4.49257407927688e-154,0.316792345572161,0.73,0.632,9.31265680893304e-150,"Mono","PSME2"
"UQCR10",1.7858897945893e-150,0.220448219438829,0.823,0.709,3.70197095520417e-146,"Mono","UQCR10"
"PET100",2.01247658582759e-150,0.205990781701098,0.634,0.485,4.17166271476201e-146,"Mono","PET100"
"MT2A",6.44487586074617e-145,0.424952356573609,0.604,0.476,1.33595831717407e-140,"Mono","MT2A"
"ATP5ME",3.91184342557957e-141,0.203316492594983,0.828,0.712,8.1088602368839e-137,"Mono","ATP5ME"
"FAM133B",1.83867772569047e-139,0.205649370093812,0.693,0.558,3.81139505758377e-135,"Mono","FAM133B"
"WTAP",1.88296434793333e-139,0.272596476068377,0.541,0.407,3.90319679683101e-135,"Mono","WTAP"
"IFI16",6.65598295929054e-136,0.209007921203763,0.745,0.608,1.37971870763134e-131,"Mono","IFI16"
"EIF3L",7.83908312676165e-136,0.213935771378595,0.76,0.636,1.62496354134642e-131,"Mono","EIF3L"
"YME1L1",9.86788276031353e-134,0.210165068387219,0.551,0.399,2.04551341738539e-129,"Mono","YME1L1"
"H1FX",4.71592672096364e-127,0.454229800361088,0.751,0.686,9.77564449988554e-123,"Mono","H1FX"
"MT-ND4L",1.77003540770019e-120,0.266276993719674,0.835,0.749,3.66910639662172e-116,"Mono","MT-ND4L"
"ADAR",1.35260869077154e-118,0.203998934052748,0.64,0.518,2.80382255510033e-114,"Mono","ADAR"
"LY6E",4.60958279493352e-69,0.330524056675277,0.66,0.636,9.5552041756177e-65,"Mono","LY6E"
"TUBA1B",1.78712344228854e-67,0.21080399087131,0.591,0.501,3.70452818351991e-63,"Mono","TUBA1B"
"IL7R",0,1.84880389159058,0.964,0.378,0,"CD4 T","IL7R"
"LTB",0,1.46792228123268,0.975,0.553,0,"CD4 T","LTB"
"LDHB",0,1.18308302201882,0.952,0.573,0,"CD4 T","LDHB"
"TRAC",0,1.14551076510857,0.897,0.29,0,"CD4 T","TRAC"
"TCF7",0,1.08539938223386,0.817,0.276,0,"CD4 T","TCF7"
"TRBC2",0,0.970653637463874,0.837,0.444,0,"CD4 T","TRBC2"
"CD3D",0,0.955660122038119,0.956,0.361,0,"CD4 T","CD3D"
"TRBC1",0,0.924416927664761,0.629,0.302,0,"CD4 T","TRBC1"
"CD3G",0,0.901704115640441,0.919,0.313,0,"CD4 T","CD3G"
"NOSIP",0,0.896134126620866,0.76,0.36,0,"CD4 T","NOSIP"
"MAL",0,0.895292046709655,0.571,0.088,0,"CD4 T","MAL"
"RCAN3",0,0.840515546637977,0.68,0.205,0,"CD4 T","RCAN3"
"CD3E",0,0.829289589098763,0.934,0.388,0,"CD4 T","CD3E"
"RPS12",0,0.820363973878941,1,1,0,"CD4 T","RPS12"
"RPS29",0,0.795673546420474,1,1,0,"CD4 T","RPS29"
"LEF1",0,0.793716664119892,0.58,0.142,0,"CD4 T","LEF1"
"RPSA",0,0.791012698931474,1,0.99,0,"CD4 T","RPSA"
"RPS25",0,0.777672724861824,1,0.999,0,"CD4 T","RPS25"
"IL32",0,0.769576694256988,0.918,0.51,0,"CD4 T","IL32"
"ETS1",0,0.766601947567417,0.914,0.522,0,"CD4 T","ETS1"
"SARAF",0,0.766063090856018,0.977,0.853,0,"CD4 T","SARAF"
"RPS26",0,0.763953949660224,0.989,0.99,0,"CD4 T","RPS26"
"LEPROTL1",0,0.763026131686178,0.819,0.453,0,"CD4 T","LEPROTL1"
"RPS27",0,0.760153794557494,1,1,0,"CD4 T","RPS27"
"RPS6",0,0.759614613652474,1,1,0,"CD4 T","RPS6"
"BCL11B",0,0.755231275436018,0.659,0.217,0,"CD4 T","BCL11B"
"RPL30",0,0.752078818735318,1,1,0,"CD4 T","RPL30"
"GIMAP7",0,0.743653799077226,0.868,0.542,0,"CD4 T","GIMAP7"
"RPS3A",0,0.73226087430322,1,1,0,"CD4 T","RPS3A"
"RPS27A",0,0.725378276709472,1,1,0,"CD4 T","RPS27A"
"RPL32",0,0.724704267557376,1,1,0,"CD4 T","RPL32"
"TRAT1",0,0.722821720621084,0.5,0.083,0,"CD4 T","TRAT1"
"RPL36",0,0.72006684973119,1,1,0,"CD4 T","RPL36"
"CCR7",0,0.714547618583488,0.505,0.135,0,"CD4 T","CCR7"
"RPS5",0,0.713381004257154,1,0.988,0,"CD4 T","RPS5"
"RPS3",0,0.708591729502195,1,1,0,"CD4 T","RPS3"
"RPS20",0,0.708000853400594,1,0.999,0,"CD4 T","RPS20"
"C12orf57",0,0.70763686699527,0.862,0.544,0,"CD4 T","C12orf57"
"RPL13",0,0.703769822523198,1,1,0,"CD4 T","RPL13"
"RPS15A",0,0.700501212066464,1,1,0,"CD4 T","RPS15A"
"PIK3IP1",0,0.696485470550287,0.663,0.285,0,"CD4 T","PIK3IP1"
"RPS10",0,0.696378606293129,1,0.995,0,"CD4 T","RPS10"
"RPL9",0,0.691208673955056,1,1,0,"CD4 T","RPL9"
"EEF1B2",0,0.688412968941876,0.999,0.976,0,"CD4 T","EEF1B2"
"RPL14",0,0.68780147069786,1,1,0,"CD4 T","RPL14"
"RPL34",0,0.677884491828542,1,1,0,"CD4 T","RPL34"
"CAMK4",0,0.675377127211159,0.531,0.126,0,"CD4 T","CAMK4"
"RPS18",0,0.672413092698551,1,1,0,"CD4 T","RPS18"
"RPL3",0,0.653302691294214,1,0.999,0,"CD4 T","RPL3"
"RPL5",0,0.646878816375588,1,0.999,0,"CD4 T","RPL5"
"ITM2A",0,0.645933369970858,0.556,0.187,0,"CD4 T","ITM2A"
"RPS8",0,0.64029742125507,1,1,0,"CD4 T","RPS8"
"RPL10A",0,0.639267704903724,1,0.997,0,"CD4 T","RPL10A"
"RPL21",0,0.636696425917509,1,1,0,"CD4 T","RPL21"
"NPM1",0,0.634882504465963,0.994,0.918,0,"CD4 T","NPM1"
"LINC00861",0,0.630979774218625,0.588,0.223,0,"CD4 T","LINC00861"
"RPS16",0,0.624385924848738,1,1,0,"CD4 T","RPS16"
"RPS21",0,0.620554834337543,1,0.999,0,"CD4 T","RPS21"
"RPLP2",0,0.619968119428766,1,1,0,"CD4 T","RPLP2"
"RPL38",0,0.616181195392874,1,0.999,0,"CD4 T","RPL38"
"RPS4X",0,0.616135581121297,1,1,0,"CD4 T","RPS4X"
"TOMM7",0,0.613837318069196,0.997,0.977,0,"CD4 T","TOMM7"
"RPL10",0,0.612575920589236,1,1,0,"CD4 T","RPL10"
"CD2",0,0.607606233805507,0.809,0.373,0,"CD4 T","CD2"
"RPL11",0,0.606950925510979,1,1,0,"CD4 T","RPL11"
"NOP53",0,0.60644218876532,0.978,0.861,0,"CD4 T","NOP53"
"RPL13A",0,0.601884991696329,1,1,0,"CD4 T","RPL13A"
"SPOCK2",0,0.601164878223016,0.66,0.261,0,"CD4 T","SPOCK2"
"RPLP0",0,0.601154715869617,1,0.989,0,"CD4 T","RPLP0"
"TPT1",0,0.594168271064176,1,1,0,"CD4 T","TPT1"
"RPL31",0,0.590502877437671,1,0.993,0,"CD4 T","RPL31"
"CD27",0,0.586857671784489,0.556,0.174,0,"CD4 T","CD27"
"RPL35A",0,0.583164203927146,1,1,0,"CD4 T","RPL35A"
"RPL36A",0,0.582923531748312,0.994,0.958,0,"CD4 T","RPL36A"
"RPL39",0,0.582476891739945,1,1,0,"CD4 T","RPL39"
"RPS14",0,0.581743388702117,1,1,0,"CD4 T","RPS14"
"RPL24",0,0.580469839431154,1,0.999,0,"CD4 T","RPL24"
"RPL23A",0,0.572229854117542,1,1,0,"CD4 T","RPL23A"
"RPL22",0,0.563487666446119,1,0.999,0,"CD4 T","RPL22"
"RPS4Y1",0,0.555134093482864,0.792,0.693,0,"CD4 T","RPS4Y1"
"OXNAD1",0,0.553671978572053,0.509,0.163,0,"CD4 T","OXNAD1"
"RPL18",0,0.551457880204817,1,1,0,"CD4 T","RPL18"
"RPS28",0,0.544831526229197,1,1,0,"CD4 T","RPS28"
"SNHG8",0,0.541550854925356,0.788,0.546,0,"CD4 T","SNHG8"
"FOXP1",0,0.540209634490628,0.798,0.574,0,"CD4 T","FOXP1"
"HINT1",0,0.540011648113808,0.973,0.877,0,"CD4 T","HINT1"
"RPL18A",0,0.539722876480522,1,1,0,"CD4 T","RPL18A"
"RPL37",0,0.539365054895645,1,1,0,"CD4 T","RPL37"
"RPL19",0,0.536924486457177,1,1,0,"CD4 T","RPL19"
"RPL27A",0,0.532255299645752,1,1,0,"CD4 T","RPL27A"
"RPS23",0,0.531929351190452,1,1,0,"CD4 T","RPS23"
"RPS13",0,0.526579081513905,1,1,0,"CD4 T","RPS13"
"RPS17",0,0.519967299343741,0.925,0.782,0,"CD4 T","RPS17"
"CD69",0,0.519567779892065,0.667,0.357,0,"CD4 T","CD69"
"RPL7",0,0.504551831645448,1,0.999,0,"CD4 T","RPL7"
"RPL17",0,0.495362532444779,0.896,0.724,0,"CD4 T","RPL17"
"RPL12",0,0.486555273233498,1,1,0,"CD4 T","RPL12"
"SATB1",0,0.481076126421719,0.546,0.296,0,"CD4 T","SATB1"
"RPL35",0,0.477420886939514,1,0.999,0,"CD4 T","RPL35"
"EIF3E",0,0.475760165354141,0.966,0.901,0,"CD4 T","EIF3E"
"AAK1",0,0.473826483165326,0.798,0.528,0,"CD4 T","AAK1"
"PBXIP1",0,0.473174456659595,0.528,0.248,0,"CD4 T","PBXIP1"
"RPS19",0,0.47137260074322,1,1,0,"CD4 T","RPS19"
"RPS15",0,0.470957280082581,1,1,0,"CD4 T","RPS15"
"RPL6",0,0.466518552958198,1,1,0,"CD4 T","RPL6"
"RPL41",0,0.46601349864293,1,1,0,"CD4 T","RPL41"
"AES",0,0.465870464986867,0.957,0.745,0,"CD4 T","AES"
"RPS7",0,0.464272741678407,1,1,0,"CD4 T","RPS7"
"RPL27",0,0.460997301788544,1,0.999,0,"CD4 T","RPL27"
"EEF1A1",0,0.459843249157572,1,1,0,"CD4 T","EEF1A1"
"PSIP1",0,0.456680770905933,0.707,0.453,0,"CD4 T","PSIP1"
"RPL4",0,0.45506035956923,0.999,0.989,0,"CD4 T","RPL4"
"C6orf48",0,0.453533881471299,0.763,0.559,0,"CD4 T","C6orf48"
"RPL23",0,0.452851951507061,1,0.999,0,"CD4 T","RPL23"
"RPS2",0,0.44853596872432,1,1,0,"CD4 T","RPS2"
"OCIAD2",0,0.44625815216387,0.519,0.225,0,"CD4 T","OCIAD2"
"LCK",0,0.446160150942822,0.665,0.319,0,"CD4 T","LCK"
"RORA",0,0.437009142173961,0.558,0.289,0,"CD4 T","RORA"
"RPL29",0,0.432050542686769,1,1,0,"CD4 T","RPL29"
"SOD1",0,0.425523153698728,0.815,0.59,0,"CD4 T","SOD1"
"RPL28",0,0.42446910720887,1,1,0,"CD4 T","RPL28"
"CYLD",0,0.420310475300593,0.676,0.487,0,"CD4 T","CYLD"
"MGAT4A",0,0.411540969722479,0.575,0.313,0,"CD4 T","MGAT4A"
"CLEC2D",0,0.409091520566042,0.73,0.428,0,"CD4 T","CLEC2D"
"RPLP1",0,0.405966080484732,1,1,0,"CD4 T","RPLP1"
"RPL7A",0,0.403629657155667,1,1,0,"CD4 T","RPL7A"
"TRAF3IP3",0,0.403434246263187,0.837,0.647,0,"CD4 T","TRAF3IP3"
"RASGRP1",0,0.399216012386486,0.512,0.239,0,"CD4 T","RASGRP1"
"RPL37A",0,0.39888577548674,1,1,0,"CD4 T","RPL37A"
"GYPC",0,0.395267654076508,0.688,0.461,0,"CD4 T","GYPC"
"KLF2",0,0.392925244533879,0.986,0.863,0,"CD4 T","KLF2"
"SVIP",0,0.390277804036086,0.502,0.246,0,"CD4 T","SVIP"
"LAT",0,0.386537868487288,0.526,0.246,0,"CD4 T","LAT"
"EVL",0,0.386041081075614,0.844,0.569,0,"CD4 T","EVL"
"MZT2A",0,0.382745102398019,0.553,0.32,0,"CD4 T","MZT2A"
"PEBP1",0,0.382233243788062,0.688,0.452,0,"CD4 T","PEBP1"
"PRDX2",0,0.376458260953728,0.608,0.362,0,"CD4 T","PRDX2"
"ARHGAP15",0,0.365073239070331,0.548,0.337,0,"CD4 T","ARHGAP15"
"MZT2B",0,0.349146121685897,0.831,0.687,0,"CD4 T","MZT2B"
"RPL36AL",0,0.345192426473104,0.994,0.978,0,"CD4 T","RPL36AL"
"ACAP1",0,0.339037790579949,0.683,0.449,0,"CD4 T","ACAP1"
"HNRNPA1",0,0.33534004181341,0.99,0.965,0,"CD4 T","HNRNPA1"
"EEF1D",0,0.33498617817652,0.997,0.987,0,"CD4 T","EEF1D"
"SNRPD2",0,0.333310058161919,0.848,0.728,0,"CD4 T","SNRPD2"
"RACK1",0,0.332483410939689,1,0.999,0,"CD4 T","RACK1"
"RPL26",0,0.332365628181573,1,1,0,"CD4 T","RPL26"
"LBH",0,0.331142898032384,0.57,0.323,0,"CD4 T","LBH"
"RPL8",0,0.327454813795753,1,0.999,0,"CD4 T","RPL8"
"TSTD1",0,0.317821802012932,0.611,0.366,0,"CD4 T","TSTD1"
"SKAP1",0,0.28997415078146,0.566,0.307,0,"CD4 T","SKAP1"
"COX7C",0,0.289166371369387,0.991,0.981,0,"CD4 T","COX7C"
"RPL15",0,0.286659891677221,1,1,0,"CD4 T","RPL15"
"NACA",0,0.247209736372816,1,1,0,"CD4 T","NACA"
"FAU",0,0.24436982277351,1,1,0,"CD4 T","FAU"
"UBA52",0,0.244354845817895,1,1,0,"CD4 T","UBA52"
"RPS9",0,0.238825551704676,1,1,0,"CD4 T","RPS9"
"GCC2",5.16439367968516e-300,0.376667279148204,0.722,0.54,1.07052716586194e-295,"CD4 T","GCC2"
"COMMD6",8.19070854324858e-295,0.299831395852167,0.948,0.896,1.69785197393e-290,"CD4 T","COMMD6"
"SEPT6",7.02211771456925e-294,0.324227392268908,0.746,0.54,1.45561478105306e-289,"CD4 T","SEPT6"
"ISG20",2.45614062468743e-269,0.230197672917848,0.681,0.454,5.09133390091458e-265,"CD4 T","ISG20"
"FYB11",7.13219377215876e-267,0.360063765998047,0.959,0.85,1.47843244703079e-262,"CD4 T","FYB1"
"RGS10",3.1557282942391e-266,0.213547718771545,0.697,0.501,6.54150918112823e-262,"CD4 T","RGS10"
"SLFN5",2.00407253230604e-264,0.290136522552846,0.627,0.413,4.15424195221719e-260,"CD4 T","SLFN5"
"EPB41",8.45193757347761e-260,0.342555886501217,0.656,0.471,1.75200213960617e-255,"CD4 T","EPB41"
"SRSF5",2.35047250583051e-258,0.259079896143051,0.985,0.96,4.87229445733607e-254,"CD4 T","SRSF5"
"CDKN1B",4.36191656276222e-255,0.342258849086488,0.603,0.428,9.04181684294981e-251,"CD4 T","CDKN1B"
"CD48",2.68863050405656e-254,0.264280459246639,0.976,0.945,5.57326217185885e-250,"CD4 T","CD48"
"TNFAIP8",1.34188775057472e-250,0.281318567039938,0.72,0.545,2.78159911816634e-246,"CD4 T","TNFAIP8"
"CHD3",1.88268246203113e-245,0.32725651389226,0.554,0.365,3.90261247554434e-241,"CD4 T","CHD3"
"SLC38A1",1.20217009481252e-244,0.226299122819358,0.513,0.317,2.49197838953687e-240,"CD4 T","SLC38A1"
"ZFP36L2",1.65757158954664e-243,0.370528087166273,0.955,0.884,3.43598014797124e-239,"CD4 T","ZFP36L2"
"ANKRD12",2.24732154875079e-239,0.328436955669591,0.855,0.752,4.65847283840552e-235,"CD4 T","ANKRD12"
"UQCRB",5.99322258312072e-238,0.240004601090126,0.99,0.979,1.24233510925509e-233,"CD4 T","UQCRB"
"PPP1R2",1.13326656571917e-232,0.312318215487698,0.674,0.515,2.34914826407927e-228,"CD4 T","PPP1R2"
"GIMAP1",5.26802365137712e-223,0.320075863924649,0.589,0.419,1.09200862269396e-218,"CD4 T","GIMAP1"
"BIN1",3.60759788288933e-221,0.229758890734008,0.518,0.334,7.4781896514413e-217,"CD4 T","BIN1"
"EML4",8.79044652028125e-208,0.301638588975135,0.556,0.381,1.8221716591891e-203,"CD4 T","EML4"
"TMEM123",1.6162167039652e-204,0.273789639230716,0.762,0.622,3.35025560564946e-200,"CD4 T","TMEM123"
"NSA2",1.25326717851223e-202,0.321467792447556,0.871,0.798,2.59789753433801e-198,"CD4 T","NSA2"
"ADD3",7.33151547174706e-199,0.275650661181062,0.722,0.569,1.51974984213845e-194,"CD4 T","ADD3"
"NDFIP1",1.05591063287048e-195,0.263850535857096,0.599,0.449,2.18879715087723e-191,"CD4 T","NDFIP1"
"BTF3",5.51603671650633e-195,0.217064679829544,0.988,0.977,1.1434192509646e-190,"CD4 T","BTF3"
"UXT",5.00706476228693e-194,0.285924006667214,0.757,0.631,1.03791445457446e-189,"CD4 T","UXT"
"FAM107B",1.26126012236835e-192,0.270586116124872,0.787,0.635,2.61446610765735e-188,"CD4 T","FAM107B"
"HSPA8",1.71419911600191e-192,0.249319382577807,0.842,0.731,3.55336334756037e-188,"CD4 T","HSPA8"
"NSD3",4.32772535965871e-192,0.270361502029114,0.685,0.542,8.97094189803654e-188,"CD4 T","NSD3"
"SMDT1",6.64131915364546e-191,0.288021748746631,0.763,0.645,1.37667904735917e-186,"CD4 T","SMDT1"
"IKZF1",5.77958264475123e-182,0.273128748732759,0.763,0.641,1.19804968643048e-177,"CD4 T","IKZF1"
"MPHOSPH8",9.67279635509825e-182,0.25153640396036,0.728,0.591,2.00507395644832e-177,"CD4 T","MPHOSPH8"
"DDX24",3.39979324652567e-179,0.242187085623025,0.84,0.711,7.04743142072307e-175,"CD4 T","DDX24"
"ZC3HAV1",1.56289426125306e-178,0.26303418827863,0.552,0.4,3.23972351415146e-174,"CD4 T","ZC3HAV1"
"MCUB",1.01606008721111e-171,0.26306058135953,0.535,0.381,2.1061909547799e-167,"CD4 T","MCUB"
"CIRBP",2.36008146386052e-167,0.208054511330793,0.893,0.792,4.89221286643648e-163,"CD4 T","CIRBP"
"UBALD2",7.52430538726568e-166,0.267407568576514,0.571,0.427,1.5597132637263e-161,"CD4 T","UBALD2"
"SF1",6.60989956388066e-158,0.238578434466446,0.833,0.735,1.37016608059682e-153,"CD4 T","SF1"
"ANAPC16",1.62260601730992e-157,0.231001656059624,0.783,0.661,3.36350001328172e-153,"CD4 T","ANAPC16"
"TUT4",6.8463615389839e-153,0.232992451449863,0.554,0.396,1.41918228341597e-148,"CD4 T","TUT4"
"EIF4B",1.00924073371369e-152,0.245283646758505,0.853,0.784,2.09205511691511e-148,"CD4 T","EIF4B"
"GSTK1",2.97634830240616e-151,0.272932130782493,0.753,0.667,6.16967239605773e-147,"CD4 T","GSTK1"
"CDC42SE2",2.98301657258874e-150,0.233253779867795,0.705,0.568,6.1834950533192e-146,"CD4 T","CDC42SE2"
"ANP32B",6.10795455705501e-144,0.244316444110834,0.844,0.771,1.26611790013193e-139,"CD4 T","ANP32B"
"EIF4A2",1.43330144958121e-141,0.203760346912763,0.837,0.748,2.97109057483689e-137,"CD4 T","EIF4A2"
"APRT",2.59417629751956e-140,0.217478087164425,0.848,0.779,5.3774680471283e-136,"CD4 T","APRT"
"TOMM20",6.78262930201787e-118,0.205721157305458,0.797,0.72,1.40597122801528e-113,"CD4 T","TOMM20"
"CYTIP",9.73178051850455e-110,0.201272255247228,0.662,0.54,2.01730078368081e-105,"CD4 T","CYTIP"
"ST13",2.82781562406447e-105,0.215040297517699,0.715,0.627,5.86177900712324e-101,"CD4 T","ST13"
"CD8B",0,1.75297254135772,0.824,0.032,0,"CD8 T","CD8B"
"CD8A",0,1.57730801594143,0.805,0.058,0,"CD8 T","CD8A"
"CCL5",0,1.31043742282636,0.645,0.417,0,"CD8 T","CCL5"
